alpha1,alpha3,E_s,E_e,s_lr,model_surv,flat_surv,diff_surv
0.002,0.05,0.039456628436110495,0.03956103107193935,0.06782341689245891,972.9479005775579,1303.449451518412,330.5015509408539
0.003,-0.05,0.02378729634104826,0.023835897110284353,0.0659404634855861,367.22910103081,785.3406792748281,418.111578244018
0.003,-0.04,0.04893184459328676,0.04905923649535648,0.06588445241571576,1346.1622727276877,1616.3945470860472,270.23227435835946
0.003,-0.03,0.02825815083226616,0.028322874885380333,0.06582784434047878,556.4994569134271,933.1767836799162,376.677326766489
0.003,-0.02,0.028234488004721288,0.028299865507857545,0.06577021785529212,559.5841969246926,932.4186750134023,372.8344780887097
0.003,-0.01,0.04880934943985644,0.048939128514993886,0.06571155405773835,1327.7964455302658,1612.4372518163177,284.6408062860519
0.003,0.0,0.036116655924973845,0.036207716367670104,0.06565188044326464,856.524866260687,1192.9650659092451,336.44019964855806
0.003,0.01,0.042862004118567824,0.042974757558088286,0.06559128724840921,1102.5803730101197,1415.9242732163932,313.34390020627364
0.003,0.02,0.0395646317301298,0.05120129898822598,0.0655297768369373,980.8513077295642,1686.970821409426,706.1195136798618
0.003,0.03,0.051241097922506036,0.051382287977545384,0.06546739291856753,409.0429571604576,1692.9340127739351,1283.8910556134774
0.003,0.04,0.05119698204107433,0.04604038150645232,0.06540422797466555,1390.678278566783,1516.9298776150893,126.25159904830622
0.003,0.05,0.039456628436110495,0.03956103107193935,0.06534021749491836,972.9479005775579,1303.449451518412,330.5015509408539
0.004,-0.05,0.02378729634104826,0.023835897110284353,0.06323888323354669,367.22910103081,785.3406792748281,418.111578244018
0.004,-0.04,0.04893184459328676,0.04905923649535648,0.06318425262220537,1346.1622727276877,1616.3945470860472,270.23227435835946
0.004,-0.03,0.02825815083226616,0.028322874885380333,0.06312905830276849,556.4994569134271,933.1767836799162,376.677326766489
0.004,-0.02,0.028234488004721288,0.028299865507857545,0.06307275598144442,559.5841969246926,932.4186750134023,372.8344780887097
0.004,-0.01,0.04880934943985644,0.048939128514993886,0.06301537684733297,1327.7964455302658,1612.4372518163177,284.6408062860519
0.004,0.0,0.036116655924973845,0.036207716367670104,0.06295686056450267,856.524866260687,1192.9650659092451,336.44019964855806
0.004,0.01,0.042862004118567824,0.042974757558088286,0.06289737431787559,1102.5803730101197,1415.9242732163932,313.34390020627364
0.004,0.02,0.0395646317301298,0.05120129898822598,0.06283692010712205,980.8513077295642,1686.970821409426,706.1195136798618
0.004,0.03,0.051241097922506036,0.051382287977545384,0.06277560311355762,409.0429571604576,1692.9340127739351,1283.8910556134774
0.004,0.04,0.05119698204107433,0.04604038150645232,0.06271338688307113,715.8112981442948,1516.9298776150893,801.1185794707944
0.004,0.05,0.039456628436110495,0.03956103107193935,0.06265028665530345,1562.3890258721676,1303.449451518412,-258.9395743537556
0.005,-0.05,0.02378729634104826,0.023835897110284353,0.06029933350614886,367.22910103081,785.3406792748281,418.111578244018
0.005,-0.04,0.04893184459328676,0.04905923649535648,0.060246562675515855,1346.1622727276877,1616.3945470860472,270.23227435835946
0.005,-0.03,0.02825815083226616,0.028322874885380333,0.060193302749771437,556.4994569134271,933.1767836799162,376.677326766489
0.005,-0.02,0.028234488004721288,0.028299865507857545,0.06013881069248824,559.5841969246926,932.4186750134023,372.8344780887097
0.005,-0.01,0.04880934943985644,0.048939128514993886,0.06008305898328666,1327.7964455302658,1612.4372518163177,284.6408062860519
0.005,0.0,0.036116655924973845,0.036207716367670104,0.060026214273003496,856.524866260687,1192.9650659092451,336.44019964855806
0.005,0.01,0.042862004118567824,0.042974757558088286,0.05996824069900194,1102.5803730101197,1415.9242732163932,313.34390020627364
0.005,0.02,0.0395646317301298,0.05120129898822598,0.05990929169026702,980.8513077295642,1686.970821409426,706.1195136798618
0.005,0.03,0.051241097922506036,0.051382287977545384,0.05984938842035646,409.0429571604576,1692.9340127739351,1283.8910556134774
0.005,0.04,0.05119698204107433,0.04604038150645232,0.05978858281045798,1390.678278566783,1516.9298776150893,126.25159904830622
0.005,0.05,0.039456628436110495,0.03956103107193935,0.05972690123504636,972.9479005775579,1303.449451518412,330.5015509408539
