alpha1,alpha3,delta,E_s,s_lr,model_surv,flat_surv,diff_surv
-0.004,0.0,0.5,0.0347870347569542,0.13029428946040422,1136.7508851479333,1146.156713950405,9.405828802471568
-0.004,0.0,0.6,0.0359193379292595,0.13022405682813387,1195.1093275208937,1183.463627064223,-11.645700456670959
-0.004,0.0,0.7,0.03784630470032894,0.1301535956156939,1293.008901820869,1246.9529677812861,-46.055934039582795
-0.004,0.0,0.8,0.04121610702249679,0.1302550860648307,1484.4049789263174,1357.9805843408212,-126.42439458549606
-0.004,0.0,0.9,0.04797339320301728,0.12879921945562928,1945.3345806966554,1580.6183854066217,-364.71619529003357
-0.004,0.01,0.0,0.04616184124693122,0.13219891654703297,1475.6292650768005,1520.9317104242718,45.302445347471334
-0.004,0.01,0.1,0.046022591881434684,0.1304259992967106,1475.8617892026646,1516.3437483777143,40.48195917504986
-0.004,0.01,0.2,0.04654128533263559,0.1304541801839853,1496.8568120181608,1533.4335631816966,36.57675116353585
-0.004,0.01,0.3,0.047221716428005274,0.13046377519390995,1524.731053682238,1555.8522796312973,31.121225949059546
-0.004,0.01,0.4,0.04811716818894047,0.13048040930914556,1561.3214917067514,1585.3554567484398,24.033965041688187
-0.004,0.01,0.5,0.04931823251398115,0.13030156596615636,1611.802062224348,1624.927899460203,13.125837235854755
-0.004,0.01,0.6,0.05095948594110425,0.13020891121575123,1683.3022425458564,1679.0036103661228,-4.298632179733663
-0.004,0.01,0.7,0.053673388326667286,0.1301147031650039,1799.618720599212,1768.4207585062723,-31.19796209293986
-0.004,0.01,0.8,0.05840966337550938,0.13007003839953454,2017.2656230677005,1924.4706628534934,-92.79496021420691
-0.004,0.01,0.9,0.06746064280664836,0.1280098908284968,2479.726205801328,2222.680640085115,-257.04556571621265
-0.004,0.02,0.0,0.044181141945323354,0.132237564563065,1409.991719533383,1455.6720003421733,45.680280808790286
-0.004,0.02,0.1,0.04403821915711138,0.13042678282989248,1410.202016356097,1450.9630070511332,40.76099069503643
-0.004,0.02,0.2,0.04453362684780529,0.13045500863450862,1430.5230337198852,1467.2856069737375,36.76257325385231
-0.004,0.02,0.3,0.04518746317605735,0.13046455034826798,1457.6574399160907,1488.8280840111333,31.170644095042643
-0.004,0.02,0.4,0.04604978625881501,0.13048099241194852,1493.358404188032,1517.2397436366932,23.881339448661315
-0.004,0.02,0.5,0.04721266913301588,0.13030218794938517,1542.8813855925396,1555.5541910483637,12.672805455824166
-0.004,0.02,0.6,0.04879413571572508,0.13020890099004123,1612.898198890305,1607.660056188191,-5.23814270211398
-0.004,0.02,0.7,0.051422992707032815,0.1301139280030113,1727.3750798524277,1694.2751445869078,-33.09993526551998
-0.004,0.02,0.8,0.056010590196525066,0.1300643657484513,1942.3258928482896,1845.4264485201193,-96.89944432817049
-0.004,0.02,0.9,0.064860838676444,0.12797555820602516,2404.1480776281924,2137.0227799194386,-267.12529770875426
-0.004,0.03,0.0,0.042105158555158985,0.13227805326950037,1341.1872040277337,1387.2728879340439,46.08568390631022
-0.004,0.03,0.1,0.04195826219454996,0.1304276459678183,1341.369790221116,1382.4329741229576,41.06318390184153
-0.004,0.03,0.2,0.04242755871568432,0.1304559093331251,1360.9272939322984,1397.8952681152382,36.96797418293965
-0.004,0.03,0.3,0.04305129242577629,0.13046538363576943,1387.2135744516434,1418.4459297204555,31.232355268812125
-0.004,0.03,0.4,0.04387593859517811,0.13048163276687327,1421.88635958475,1445.6162174525664,23.729857867816527
-0.004,0.03,0.5,0.044994624800158034,0.13030287616827965,1470.2738860009904,1482.4744812741217,12.200595273131302
-0.004,0.03,0.6,0.04650715801395455,0.13020893520623888,1538.5343263406414,1532.3091426696094,-6.225183671031863
-0.004,0.03,0.7,0.04903602882770817,0.13011313931546714,1650.7491367458986,1615.6299051935696,-35.119231552328884
-0.004,0.03,0.8,0.053444639719138945,0.13005824001082333,1862.2027558968234,1760.8839921748736,-101.31876372195019
-0.004,0.03,0.9,0.062016658465714386,0.1279382938141452,2321.623496517548,2043.3132623653173,-278.31023415223063
-0.004,0.04,0.0,0.03992693333499321,0.13232044388749578,1268.9813682112285,1315.5051308362645,46.52376262503576
-0.004,0.04,0.1,0.039775687282469684,0.13042850838640166,1269.1299823754978,1310.5219041896275,41.39192181412972
-0.004,0.04,0.2,0.04021561738524114,0.1304568747909223,1287.8226391193339,1325.0166389229346,37.19399980360068
-0.004,0.04,0.3,0.0408053143670857,0.13046628984886705,1313.1385084038798,1344.4458647727267,31.30735636884709
-0.004,0.04,0.4,0.0415871808301168,0.13048232629677414,1346.6266745981472,1370.2066547416566,23.579980143509207
-0.004,0.04,0.5,0.04265498025622416,0.13030361512400693,1393.6752457813845,1405.3883104917393,11.713064710354738
-0.004,0.04,0.6,0.04408791461441589,0.13020893447156526,1459.8664444601254,1452.600363682429,-7.26608077769668
-0.004,0.04,0.7,0.04649954204700563,0.13011238644943302,1569.3299954610027,1532.0582132152101,-37.27178224579237
-0.004,0.04,0.8,0.050693707465489485,0.130051643091159,1776.3380757206103,1670.2467908677768,-106.09128485283377
-0.004,0.04,0.9,0.058891864893027585,0.12789717680353188,2231.1494451789094,1940.3581482526351,-290.79129692627447
-0.004,0.05,0.0,0.03763866462222708,0.13236498107710123,1193.1152867122935,1240.1116813288938,46.99639461660045
-0.004,0.05,0.1,0.03748267454523169,0.13042947378097358,1193.2232713777473,1234.9721494513697,41.74887807362254
-0.004,0.05,0.2,0.03788964437031605,0.13045788470209682,1210.9365599637717,1248.380915120954,37.44435515718218
-0.004,0.05,0.3,0.0384409227386586,0.13046727960012258,1235.144793907365,1266.5443316796222,31.399537772257162
-0.004,0.05,0.4,0.03917415609570571,0.13048312953467106,1267.2701005979065,1290.7027671698427,23.432666571936064
-0.004,0.05,0.5,0.04018336531284864,0.13030444290279608,1312.7473027355409,1323.9540036747815,11.2067009392404
-0.004,0.05,0.6,0.041524658644453115,0.13020906184207004,1376.5104470955423,1368.1466854637358,-8.36376163180631
-0.004,0.05,0.7,0.043799107130213726,0.13011153319492297,1482.6529898172262,1443.0847887169232,-39.56820110030281
-0.004,0.05,0.8,0.04773697482396468,0.13004463729417146,1684.0921675083632,1572.8289168777403,-111.26325063062313
-0.004,0.05,0.9,0.055442901832816416,0.12785190078231978,2131.5193836605404,1826.722358503763,-304.79702515677775
-0.003,0.0,0.0,0.03523185445962599,0.1324117495433799,1113.3035877300047,1160.8125503065858,47.508962576581105
-0.003,0.0,0.1,0.03507064160461209,0.13043052851849815,1113.3625921726905,1155.5009393158746,42.13834714318401
-0.003,0.0,0.2,0.03544056704871851,0.13045901220360376,1129.9680107845622,1167.6891736504751,37.72116286591282
-0.003,0.0,0.3,0.03594840817419648,0.13046834990292416,1152.9122116206136,1184.4214280565607,31.50921643594721
-0.003,0.0,0.4,0.03662642975423398,0.1304839804706399,1183.4724982100715,1206.7607562457192,23.288258035647452
-0.003,0.0,0.5,0.03756829138288759,0.13030535848249603,1227.1120811469577,1237.793037003072,10.680955856114087
-0.003,0.0,0.6,0.0388041378884932,0.1302091597012195,1288.0337334880035,1278.5114764937746,-9.52225699422906
-0.003,0.0,0.7,0.040918297599079646,0.13011068528118944,1390.1920553444127,1348.1684151659533,-42.02364017845941
-0.003,0.0,0.8,0.04455053083925097,0.13003708079887386,1584.7264307180749,1467.842556521849,-116.88387419622597
-0.003,0.0,0.9,0.05161660477333085,0.1278017734499747,2021.2713066947904,1700.6542387304507,-320.6170679643398
-0.003,0.01,0.0,0.03269701556028329,0.13246101432211946,1029.2304720447512,1077.2951524150194,48.0646803702683
-0.003,0.01,0.1,0.0325300730245937,0.1304316457730802,1029.2312910182488,1071.7947609771932,42.56346995894413
-0.003,0.01,0.2,0.03285840385646645,0.13046025506025782,1044.5835344689883,1082.6125438085576,38.029009339569264
-0.003,0.01,0.3,0.03331709556637958,0.1304695379228278,1066.0862564084389,1097.725432464445,31.63917605600607
-0.003,0.01,0.4,0.033932519946936836,0.13048492476149595,1094.8503113583413,1118.0023198344861,23.15200847614466
-0.003,0.01,0.5,0.03479689288203986,0.13030634981857134,1136.347113901374,1146.481517611678,10.134403710303989
-0.003,0.01,0.6,0.035911380794517715,0.13020928937332418,1193.9498763469717,1183.201456877203,-10.748419469768578
-0.003,0.01,0.7,0.03783837140378355,0.13010976242178532,1291.3481557658936,1246.6915830107014,-44.656572755192265
-0.003,0.01,0.8,0.04110654372344513,0.1300289786316671,1477.3845454539567,1354.370713258449,-123.01383219550736
-0.003,0.01,0.9,0.04734765391529372,0.12774612139810032,1898.6152325354183,1560.0016444047596,-338.6135881306587
-0.003,0.02,0.0,0.04616374279683571,0.13220585584646877,1474.3040122564962,1520.9943623348233,46.69035007832705
-0.003,0.02,0.1,0.04603253484543896,0.13044532663507427,1474.7823929769181,1516.6713472958081,41.88895431889019
-0.003,0.02,0.2,0.0465456710317354,0.13047001085328888,1495.4969169296123,1533.5780623752535,38.0811454456412
-0.003,0.02,0.3,0.04722279127275802,0.13047521577926033,1523.1293279134238,1555.8876934151522,32.75836550172844
-0.003,0.02,0.4,0.0481141313120764,0.13048420751421885,1559.368239829608,1585.2553982975971,25.887158467989103
-0.003,0.02,0.5,0.049323330260598576,0.1303078607518448,1609.7031093677067,1625.0958590621754,15.392749694468538
-0.003,0.02,0.6,0.05094797238155316,0.1301923377401364,1680.037583916266,1678.6242637597463,-1.4133201565196711
-0.003,0.02,0.7,0.05365748192344014,0.13007530178122143,1794.8459275474086,1767.8966773081775,-26.94925023923139
-0.003,0.02,0.8,0.058288889379211895,0.12988331778875406,2005.18038471945,1920.4914238153247,-84.68896090412528
-0.003,0.02,0.9,0.06681399067715171,0.12723291554809307,2428.15326972822,2201.374866684445,-226.77840304377528
-0.003,0.03,0.0,0.044183259354966524,0.13224509845798046,1408.7909828914949,1455.7417643590159,46.95078146752105
-0.003,0.03,0.1,0.04404854240851826,0.1304470004480118,1409.2564857134266,1451.3031356074323,42.046649894005704
-0.003,0.03,0.2,0.04453831279322279,0.13047172167933246,1429.3024022110726,1467.439998626806,38.1375964157332
-0.003,0.03,0.3,0.045188803843844126,0.130476732082124,1456.207174934617,1488.8722560825884,32.66508114797155
-0.003,0.03,0.4,0.04604694772144501,0.13048531661824864,1491.5759456823826,1517.1462200384,25.570274356017315
-0.003,0.03,0.5,0.04721827151064555,0.13030903384754447,1540.9920395536735,1555.7387771385318,14.746737584858252
-0.003,0.03,0.6,0.04878293247624918,0.1301922030362109,1609.8848822048715,1607.2909339496039,-2.593948255267677
-0.003,0.03,0.7,0.05140809618051722,0.13007371880787205,1722.965615891562,1693.7843366177985,-29.181279273763632
-0.003,0.03,0.8,0.05589022696318489,0.1298715276662143,1930.7515812815593,1841.4607432230318,-89.29083805852753
-0.003,0.03,0.9,0.06421111191879253,0.12716486262702206,2352.7327799636932,2115.6157042454593,-237.11707571823396
-0.003,0.04,0.0,0.04210754554538288,0.13228617953816252,1340.1240182631295,1387.351534041433,47.22751577830355
-0.003,0.04,0.1,0.041969059546233874,0.13044877996395624,1340.571974966467,1382.7887232464996,42.21674828003243
-0.003,0.04,0.2,0.04243256629390014,0.13047353541435933,1359.8606562268449,1398.060256865581,38.199600638736406
-0.003,0.04,0.3,0.043052916189044534,0.13047837468602433,1385.931680796821,1418.4994291688786,32.56774837205772
-0.003,0.04,0.4,0.04387338972163567,0.1304865653195838,1420.2943947909562,1445.532237643879,25.237842852922835
-0.003,0.04,0.5,0.045000896815985424,0.1303103333151526,1468.6189059740498,1482.6811304783669,14.06222450431709
-0.003,0.04,0.6,0.04649629959796045,0.13019211809007616,1535.8052942289128,1531.9513816105987,-3.853912618314163
-0.003,0.04,0.7,0.04902219566110786,0.1300720687708375,1646.7552875600925,1615.1741326080387,-31.581154952053758
-0.003,0.04,0.8,0.053325002440120124,0.1298590859027222,1851.2377390701963,1756.9422054849697,-94.29553358522635
-0.003,0.04,0.9,0.061366070014464806,0.12709073815782865,2270.6005754229036,2021.877795771855,-248.7227796510488
-0.003,0.05,0.0,0.03992960692141063,0.13232926374197004,1268.0698786267692,1315.5932196614274,47.5233410346584
-0.003,0.05,0.1,0.03978695113892884,0.13045072899609106,1268.4946182877138,1310.89302362524,42.398405337526306
-0.003,0.05,0.2,0.040220990204994596,0.13047549107155257,1286.9263555853604,1325.1936615831382,38.26730599777781
-0.003,0.05,0.3,0.040807291000906055,0.1304801422854854,1312.0436865118572,1344.5109905340933,32.46730402223599
-0.003,0.05,0.4,0.04158494655208588,0.1304878839724629,1345.2472230127146,1370.1330401670352,24.885817154320634
-0.003,0.05,0.5,0.04266193226421982,0.13031174066624768,1392.2826651965056,1405.6173639507463,13.334698754240712
-0.003,0.05,0.6,0.044077474707821536,0.1301920706715984,1457.4591312754699,1452.2563915928345,-5.202739682635355
-0.003,0.05,0.7,0.046487008223512906,0.13007037571014307,1565.811137323377,1531.6452511433345,-34.1658861800427
-0.003,0.05,0.8,0.050575140310079994,0.1298458401955143,1766.0975933923955,1666.340262410377,-99.75733098201877
-0.003,0.05,0.9,0.05824349041706888,0.1270095539785277,2180.8184817656193,1918.9956273029134,-261.8228544627056
-0.002,0.0,0.0,0.03764165229326137,0.13237457272802797,1192.3712669674633,1240.2101185552617,47.83885158779861
-0.002,0.0,0.1,0.0374944530517419,0.13045279885277247,1192.7672065955612,1235.360225480595,42.59301888503416
-0.002,0.0,0.2,0.037895431770492496,0.1304775817488244,1210.229075308742,1248.5715972993828,38.342521990640826
-0.002,0.0,0.3,0.03844322286533682,0.13048205970384225,1234.2577999869363,1266.6201158231572,32.36231583622084
-0.002,0.0,0.4,0.039172239490752325,0.1304893709583391,1266.1279249265629,1290.6396192283564,24.511694301793543
-0.002,0.0,0.5,0.04019100616298944,0.13031327924577285,1311.648836722202,1324.205752975932,12.556916253729918
-0.002,0.0,0.6,0.04151469070630112,0.13019208919307676,1374.4669099264336,1367.8182637020948,-6.648646224338772
-0.002,0.0,0.7,0.04378806379040057,0.13006863108435657,1479.6785483066044,1442.7209348225133,-36.957613484091105
-0.002,0.0,0.8,0.04762006647120373,0.1298317082094169,1674.7120266533802,1568.9770423397104,-105.73498431366991
-0.002,0.0,0.9,0.05480070777017069,0.1269201968771396,2082.265747253046,1805.563468655776,-276.70227859727
-0.002,0.01,0.0,0.035235173634197516,0.1324221502580723,1112.7447989437203,1160.9219098494877,48.17711090576753
-0.002,0.01,0.1,0.03508297241733744,0.13045497369105025,1113.104739815055,1155.9072126269623,42.80247281190746
-0.002,0.01,0.2,0.0354467602570821,0.1304798099560552,1129.4698027088318,1167.8932263211445,38.42342361231277
-0.002,0.01,0.3,0.035951086418655506,0.13048414881671508,1152.2566041609505,1184.5096703540078,32.25306619305737
-0.002,0.01,0.4,0.03662488897563441,0.13049098823782995,1182.5955579396082,1206.7099909606363,24.114433021028276
-0.002,0.01,0.5,0.03757674178914032,0.13031496220381894,1226.3436075002282,1238.0714594075637,11.727851907335404
-0.002,0.01,0.6,0.03879469488604072,0.1301921467533017,1286.4027510108906,1278.2003502153675,-8.202400795523046
-0.002,0.01,0.7,0.04090897334290952,0.1300667870602487,1387.8414787683575,1347.8612013178442,-39.9802774505134
-0.002,0.01,0.8,0.04443586428962984,0.1298164402950259,1576.368239822677,1464.0645444943216,-112.30369532835549
-0.002,0.01,0.9,0.05098588164635468,0.1268217161174933,1973.591360964243,1679.8732911251648,-293.71806983907817
-0.002,0.02,0.0,0.03270071081484395,0.1324723065948661,1028.8765168587595,1077.4169029710542,48.54038611229463
-0.002,0.02,0.1,0.03254302756872056,0.13045744277866306,1029.1921891939724,1072.2215848738228,43.02939567985058
-0.002,0.02,0.2,0.03286506336361937,0.13048227844860052,1044.3175170077166,1082.831960004513,38.51444299679622
-0.002,0.02,0.3,0.03332019973549422,0.1304864088362967,1065.688269886176,1097.8277080477721,32.13943816159625
-0.002,0.02,0.4,0.03393138745939361,0.13049275948076847,1094.2700433588975,1117.9650068467538,23.694963487856246
-0.002,0.02,0.5,0.034806229550027296,0.130316828923087,1135.9489509353941,1146.789140402022,10.840189466627805
-0.002,0.02,0.6,0.035902589969355414,0.13019227424664362,1192.7866241553397,1182.9118184141569,-9.874805741182698
-0.002,0.02,0.7,0.03783103770396448,0.130064979347778,1289.7138569386282,1246.4499536408962,-43.263903297732114
-0.002,0.02,0.8,0.04099485004150601,0.12980001686499018,1470.2405084965606,1350.6906507192075,-119.54985777735305
-0.002,0.02,0.9,0.04673553448963413,0.1267120752893261,1853.1530479006178,1539.8336480704654,-313.31939983015224
-0.002,0.03,0.0,0.04616663670629357,0.13221653261391053,1473.1120684534012,1521.0897103223103,47.977641868908975
-0.002,0.03,0.1,0.04604253813198501,0.13046559781286107,1473.7957738191883,1517.0009337097244,43.20515989053608
-0.002,0.03,0.2,0.04654993684435801,0.1304856756822166,1494.2188314381208,1533.7186115715847,39.4997801334639
-0.002,0.03,0.3,0.047223555111898206,0.13048585720029138,1521.6007512610995,1555.91286024426,34.31210898316081
-0.002,0.03,0.4,0.048110658788041015,0.13048704053546706,1557.4864515378715,1585.1409862252451,27.65453468737378
-0.002,0.03,0.5,0.04932804794984623,0.13031309353408332,1607.6858585881746,1625.2512966050217,17.565438016846986
-0.002,0.03,0.6,0.0509358223291839,0.1301740813525828,1676.8644119463704,1678.223946107059,1.3595341606887763
-0.002,0.03,0.7,0.05364186200197933,0.13003523901045239,1790.2275514490861,1767.3820350577307,-22.845516391355623
-0.002,0.03,0.8,0.05816684886137848,0.1296951920023095,1993.3149824384043,1916.4704556625054,-76.84452677589873
-0.002,0.03,0.9,0.06617748840293224,0.12646642396535152,2378.6963903976143,2180.403508816827,-198.29288158078762
-0.002,0.04,0.0,0.044186446353441405,0.1322565233761042,1407.7171526078414,1455.8467689886102,48.12961638076876
-0.002,0.04,0.1,0.04405897551425199,0.1304681967586537,1408.3968585634898,1451.6468836235424,43.25002506005252
-0.002,0.04,0.2,0.04454289890847739,0.13048815911805525,1428.1565078367307,1467.5911010943416,39.434593257610814
-0.002,0.04,0.3,0.0451898176179243,0.1304880782651644,1454.8231213458946,1488.905657721347,34.0825363754523
-0.002,0.04,0.4,0.046043731604559546,0.13048866198430709,1489.8571135714562,1517.0402560208609,27.183142449404546
-0.002,0.04,0.5,0.047223546659211246,0.13031476862069902,1539.1758888326026,1555.9125817467113,16.736692914108804
-0.002,0.04,0.6,0.04877105364641965,0.1301739388452997,1606.952915972085,1606.8995524864206,-0.053363485664453925
-0.002,0.04,0.7,0.05139341792435149,0.13003277997343976,1718.6972624749983,1693.3007201793478,-25.39654229565059
-0.002,0.04,0.8,0.05576850899299962,0.12967745671699774,1919.3681474541802,1837.4504023097873,-81.91774514439292
-0.002,0.04,0.9,0.06357219815772623,0.12636581552197684,2303.4290550854407,2094.564893160302,-208.86416192513894
-0.002,0.05,0.0,0.04211103483297493,0.13229841601877187,1339.179728909739,1387.4664984363135,48.28676952657447
-0.002,0.05,0.1,0.04197991256905869,0.13047097422469844,1339.8515017380814,1383.1463066123777,43.294804874296254
-0.002,0.05,0.2,0.04243746282098474,0.13049086495672108,1358.8608536097092,1398.2215867240263,39.36073311431702
-0.002,0.05,0.3,0.04305424271998677,0.13049046900489628,1384.7074067029798,1418.5431354622242,33.83572875924449
-0.002,0.05,0.4,0.04387037594374253,0.13049050824599304,1418.7566770868243,1445.43294025361,26.676263166785674
-0.002,0.05,0.5,0.0450067624385774,0.13031662591328488,1467.0271714718585,1482.874389914311,15.847218442452487
-0.002,0.05,0.6,0.04648471834281672,0.13017365620203805,1533.1454766720303,1531.5698045824986,-1.5756720895313445
-0.002,0.05,0.7,0.049008709523508553,0.13003023283517728,1642.8863018509273,1614.7297938691179,-28.156507981809224
-0.002,0.05,0.8,0.053203957090936,0.12965862015768861,1840.4267996419642,1752.9540259626513,-87.47277367931281
-0.002,0.05,0.9,0.060727032371027535,0.12625647381284735,2221.658770171514,2000.8229030335121,-220.83586713800153
-0.001,0.0,0.0,0.03993342421163127,0.13234238026995787,1267.2680415170184,1315.7189910255595,48.45094950854104
-0.001,0.0,0.1,0.03979827855474409,0.13047393856852346,1267.9271844925856,1311.2662372026273,43.33905271004166
-0.001,0.0,0.2,0.04022625371787531,0.1304937685995721,1286.0874608348365,1325.3670828209458,39.27962198610911
