alpha1,alpha3,delta,E_s,s_lr,model_surv,flat_surv,diff_surv
-0.001,0.0,0.3,0.040808888468337676,0.13049312493520052,1310.9962420648576,1344.5636235922098,33.56738152735214
-0.001,0.0,0.4,0.0415821623714407,0.13049242413352188,1343.9112054651966,1370.041307503943,26.13010203874646
-0.001,0.0,0.5,0.04266840289119847,0.13031862406179423,1390.941618601805,1405.830556958051,14.888938356245811
-0.001,0.0,0.6,0.04406626530231444,0.130173427512502,1455.1064580474642,1451.887066197005,-3.2193918504591688
-0.001,0.0,0.7,0.04647481420087125,0.13002757751004856,1562.3980320700712,1531.2434847663365,-31.154547303734628
-0.001,0.0,0.8,0.050455208935742554,0.1296384925431802,1755.9658665933653,1662.3887859229285,-93.57708067043697
-0.001,0.0,0.9,0.05760735202676377,0.1261366466572011,2132.5043989867445,1898.036258614438,-234.46814037230672
-0.001,0.01,0.0,0.037645823028342365,0.1323885908574134,1191.726192213524,1240.3475351545376,48.621342941013665
-0.001,0.01,0.1,0.03750630356206945,0.13047715880620875,1192.36785330637,1235.7506738781244,43.38282057175443
-0.001,0.01,0.2,0.037901048577878994,0.13049687718834782,1209.567836043373,1248.7566588184802,39.188822775107056
-0.001,0.01,0.3,0.03844517384263375,0.13049592587859632,1233.4065247855158,1266.6843962581888,33.27787147267292
-0.001,0.01,0.4,0.03916975326270106,0.13049455880341798,1265.0165851772229,1290.5577034515943,25.541118274371374
-0.001,0.01,0.5,0.0401981965323671,0.13032080966970078,1310.5879081091366,1324.442659921165,13.854751812028695
-0.001,0.01,0.6,0.04150392617875942,0.1301732444918224,1372.4611360642039,1367.4635960622506,-4.997540001953431
-0.001,0.01,0.7,0.04377739222317131,0.1300248140031644,1476.7858381106241,1442.3693300216546,-34.41650808896948
-0.001,0.01,0.8,0.047501749075519496,0.12961689685367575,1665.3850660024436,1565.0787429190195,-100.30632308342389
-0.001,0.01,0.9,0.05417148692451175,0.1260048545452886,2034.9173025143352,1784.8320179343152,-250.08528458002021
-0.001,0.02,0.0,0.0352397696373898,0.1324372543149724,1112.2722460152415,1161.073338102944,48.80109208770233
-0.001,0.02,0.1,0.03509538610546514,0.13048064922019412,1112.8903434559265,1156.3162165013039,43.42587304537728
-0.001,0.02,0.2,0.03545283221910183,0.1305002902069899,1129.0051741868842,1168.0932841899566,39.088110003072316
-0.001,0.02,0.3,0.035953409271334245,0.13049896315755907,1151.6230768864361,1184.5862032695568,32.96312638312047
-0.001,0.02,0.4,0.03662277592717573,0.13049688212486057,1181.7348354139824,1206.6403706352842,24.905535221301783
-0.001,0.02,0.5,0.03758467961019422,0.1303232037232346,1225.5961770737083,1238.3329932508077,12.73681617709945
-0.001,0.02,0.6,0.03878446000787121,0.13017313327200486,1284.788771086953,1277.8631333639628,-6.925637722990137
-0.001,0.02,0.7,0.040900031707852696,0.13002197214138592,1385.5437964642542,1347.566593998604,-37.977202465650066
-0.001,0.02,0.8,0.04431976234919694,0.1295937904488194,1567.9940252975766,1460.2392394788305,-107.7547858187462
-0.001,0.02,0.9,0.050368972785586476,0.12585947217322296,1927.6397699711706,1659.5474933788184,-268.0922765923523
-0.001,0.03,0.0,0.0327057379218775,0.13248855718662142,1028.5943203470515,1077.5825351532308,48.98821480617932
-0.001,0.03,0.1,0.03255600700492065,0.13048444196395284,1029.1818051491207,1072.6492289098255,43.46742376070485
-0.001,0.03,0.2,0.03287159009977321,0.13050394640062038,1044.070423835038,1083.0470016864256,38.976577851387724
-0.001,0.03,0.3,0.03332293065309612,0.13050227927019373,1065.2966058597415,1097.917685810077,32.62107995033553
-0.001,0.03,0.4,0.03392966746942976,0.13049940570591395,1093.6889333642553,1117.9083369391642,24.21940357490875
-0.001,0.03,0.5,0.03481507714415191,0.13032582757012434,1135.5525606165475,1147.0806492782192,11.528088661671672
-0.001,0.03,0.6,0.03589294488294397,0.1301731041217743,1191.6163390649683,1182.594033911271,-9.022305153697205
-0.001,0.03,0.7,0.03782415185530228,0.13001902964496576,1288.0972992409402,1246.2230799872327,-41.87421925370757
-0.001,0.03,0.8,0.040881732222536736,0.1295692208689902,1462.9946801729438,1346.9636659794937,-116.03101419345005
-0.001,0.03,0.9,0.04613802178567604,0.12569826572392137,1809.1526129165961,1520.146911270477,-289.00570164611946
-0.001,0.04,0.0,0.04617014335411783,0.1322294267247051,1472.020026090369,1521.2052466988746,49.18522060850547
-0.001,0.04,0.1,0.04605238489554799,0.13048618851089175,1472.8803892734768,1517.325363033674,44.44497376019711
-0.001,0.04,0.2,0.04655402005189373,0.13050091377713663,1493.006994703694,1533.8531443296713,40.846149625977255
-0.001,0.04,0.3,0.04722401380425343,0.1304958435770944,1520.1330694308422,1555.9279731541774,35.79490372333532
-0.001,0.04,0.4,0.048106804868197295,0.1304891983377314,1555.6657433553523,1585.0140079951439,29.348264639791314
-0.001,0.04,0.5,0.04933235125992408,0.13031720591610566,1605.7377999078055,1625.3930812604945,19.655281352688625
-0.001,0.04,0.6,0.050923026227854086,0.13015448531918566,1673.7691729960404,1677.8023425540675,4.033169558027206
-0.001,0.04,0.7,0.05362642701734934,0.12999441270115608,1785.7429361836291,1766.8734860713919,-18.8694501122372
-0.001,0.04,0.8,0.05804383713710128,0.1295061730966711,1981.6488581872693,1912.4174883814483,-69.23136980582123
-0.001,0.04,0.9,0.06555171351757655,0.12571008157008182,2331.230310089642,2159.7855949508403,-171.44471513880197
-0.001,0.05,0.0,0.044190211481200066,0.13227023259689794,1406.736921163465,1455.9708217137022,49.23390055023724
-0.001,0.05,0.1,0.044069247796603046,0.13048972046274693,1407.601806438835,1451.9853328609242,44.3835264220893
-0.001,0.05,0.2,0.044547285472475696,0.13050419746112227,1427.070820676725,1467.7356287844116,40.66480810768689
-0.001,0.05,0.3,0.04519051315855016,0.13049869250829116,1453.4931031396532,1488.9285742637803,35.435471124127076
-0.001,0.05,0.4,0.0460400420801054,0.1304912607084511,1488.1922932675893,1516.9186942593035,28.726400991713984
-0.001,0.05,0.5,0.04722837654815864,0.13031931331573954,1537.4214464392717,1556.0717160242762,18.65026958500446
-0.001,0.05,0.6,0.04875848141520462,0.13015387056574562,1604.0900191111962,1606.4853249640946,2.3953058528983937
-0.001,0.05,0.7,0.05137902383761993,0.12999076176963745,1714.5510283709361,1692.8264665022573,-21.724561868678844
-0.001,0.05,0.8,0.05564581788341099,0.12948237938913784,1908.1581042000544,1833.4079985815154,-74.7501056185391
-0.001,0.05,0.9,0.06294459392359245,0.12557847972621092,2256.122017823921,2073.8867062529707,-182.2353115709502
0.0,0.0,0.0,0.04211514820684799,0.13231300784093392,1338.322018185963,1387.6020251092402,49.28000692327702
0.0,0.0,0.1,0.041990614939302735,0.13049349671405425,1339.1883288949928,1383.4989263052057,44.31059741021286
0.0,0.0,0.2,0.042442162594380314,0.13050775013260446,1357.9137576727683,1398.3764339787297,40.46267630596125
0.0,0.0,0.3,0.043055179979653586,0.1305017686247151,1383.5294526733492,1418.5740161184037,35.04456344505459
0.0,0.0,0.4,0.04386692798530855,0.130493487193755,1417.2651938636882,1445.3193375640983,28.05414370041007
0.0,0.0,0.5,0.04501214947518624,0.1303216035118397,1465.488279873294,1483.051880988806,17.563601115511865
0.0,0.0,0.6,0.04647243723598762,0.13015349311302565,1530.543550835408,1531.1651689719822,0.6216181365742136
0.0,0.0,0.7,0.048995424015393224,0.1299875328355753,1639.1245456564493,1614.2920654329048,-24.83248022354441
0.0,0.0,0.8,0.053081957342064744,0.12945711360608694,1829.757123342919,1748.9344010579705,-80.82272228494836
0.0,0.0,0.9,0.060100015248919746,0.12543664422731837,2174.701210319334,1980.1640601833883,-194.53715013594567
0.0,0.01,0.0,0.03993787851409415,0.13235798525380807,1266.5446895393159,1315.8657505498898,49.32106101057385
0.0,0.01,0.1,0.039809479382396463,0.13049755319215314,1267.4085498753248,1311.635279976905,44.22673010157997
0.0,0.01,0.2,0.040231300636312375,0.13051157651151118,1285.2932181672898,1325.5333677455396,40.2401495782497
0.0,0.01,0.3,0.04081014083825043,0.13050510648728214,1309.9866970586443,1344.6048864418283,34.618189383184124
0.0,0.01,0.4,0.04157897441086432,0.1304959238244265,1342.6121184790447,1369.9362711752094,27.324152696164514
0.0,0.01,0.5,0.042674376855231,0.13032411082973921,1389.6429305195295,1406.0273860075117,16.384455487982237
0.0,0.01,0.6,0.044054350802002436,0.1301529715517068,1452.7985943552128,1451.494509469437,-1.3040848857758711
0.0,0.01,0.7,0.046462881090864286,0.12998386844500756,1559.0742915506178,1530.8503148900202,-28.223976660597412
0.0,0.01,0.8,0.05033427965211962,0.1294301063592772,1745.9357983592843,1658.4044305070088,-87.53136785227538
0.0,0.01,0.9,0.05698400827896958,0.12528007785685516,2086.1364395142436,1877.4984454140624,-208.63799410018157
0.0,0.02,0.0,0.037650686385856724,0.1324052456089457,1191.15028563769,1240.5077721481866,49.35748651049668
0.0,0.02,0.1,0.03751798006090302,0.13050191927483518,1192.0078448322904,1236.1353889775007,44.12754414521035
0.0,0.02,0.2,0.03790649513771264,0.13051566881249213,1208.9420505144099,1248.9361110530515,39.99406053864142
0.0,0.02,0.3,0.038446712728730674,0.1305087234710372,1232.5833126710183,1266.7350991894484,34.15178651843017
0.0,0.02,0.4,0.039166878177566054,0.1304986016456471,1263.931640091495,1290.4629756843756,26.53133559288071
0.0,0.02,0.5,0.04020485480717398,0.13032701546453695,1309.5569022123339,1324.6620355140128,15.105133301679087
0.0,0.02,0.6,0.04149243734424936,0.13015250623955182,1370.4847680303903,1367.0850640919007,-3.3997039384898278
0.0,0.02,0.7,0.043766990834711215,0.12998004982417977,1473.9611271960216,1442.0266270203433,-31.934500175678433
0.0,0.02,0.8,0.047382433332134745,0.12940119607163106,1656.1105901165492,1561.147550125041,-94.9630399915082
0.0,0.02,0.9,0.05355590122993532,0.12510792826292824,1989.4410667742873,1764.549815620146,-224.89125115414106
0.0,0.03,0.0,0.035245006433967656,0.13245502565301476,1111.8582309369997,1161.2458790970024,49.387648160002826
0.0,0.03,0.1,0.03510761363571885,0.13050662680118777,1112.7045187323256,1156.7190868808354,44.014568148509625
0.0,0.03,0.2,0.03545868871298169,0.1305200812473682,1128.565231013316,1168.2862428548012,39.7210118414853
0.0,0.03,0.3,0.03595531124648538,0.13051262996030438,1151.0061008532753,1184.648869191055,33.64276833777992
0.0,0.03,0.4,0.036620240788015186,0.13050166721950165,1180.8877507818513,1206.5568433444425,25.669092562591214
0.0,0.03,0.5,0.0375921556234805,0.13032987587965772,1224.864492624059,1238.5793115381105,13.714818914051586
0.0,0.03,0.6,0.038773425578305126,0.13015210723070514,1283.1864420170264,1277.4995730427065,-5.686868974319977
0.0,0.03,0.7,0.040891452580736516,0.12997609505454485,1383.2879442770277,1347.2839305231814,-36.00401375384636
0.0,0.03,0.8,0.04420265154706698,0.12937024475991932,1559.6121912439519,1456.3806946768614,-103.23149656709032
0.0,0.03,0.9,0.04976645401785092,0.12491856878478795,1883.4390165919451,1639.6958177259173,-243.7431988660279
0.0,0.04,0.0,0.032711455528766864,0.1325075610730731,1028.358393814144,1077.770917795493,49.412523981349125
0.0,0.04,0.1,0.032568842593127985,0.13051171153671806,1029.1871213850372,1073.0721334690706,43.88501208403354
0.0,0.04,0.2,0.032877911915401334,0.13052488666650996,1043.83568503811,1083.2552916851898,39.41960664708
0.0,0.04,0.3,0.033325244113022075,0.1305169109970689,1064.9082014137805,1097.9939092549644,33.08570784118381
0.0,0.04,0.4,0.03392744097371622,0.13050488888235148,1093.1070586655833,1117.8349787748803,24.727920109296903
0.0,0.04,0.5,0.03482330533827711,0.13033330969539547,1135.1554229283668,1147.3517502790999,12.196327350733018
0.0,0.04,0.6,0.03588249938205288,0.13015177073399248,1190.4363684691466,1182.2498775018346,-8.18649096731192
0.0,0.04,0.7,0.037817629458408185,0.1299719557236899,1286.4917858790952,1246.0081812744374,-40.48360460465776
0.0,0.04,0.8,0.04076769715156306,0.12933695553441735,1455.6677103233153,1343.206459792319,-112.46125053099604
0.0,0.04,0.9,0.04555564287872461,0.12470870562352325,1766.7160458301023,1500.9587999833532,-265.7572458467492
0.0,0.05,0.0,0.04617392566737114,0.1322436664052214,1471.0054943523235,1521.3298656484294,50.324371296105554
0.0,0.05,0.1,0.046062030822856356,0.13050673872194316,1472.0208234594777,1517.6431752422736,45.62235178279566
0.0,0.05,0.2,0.04655790145937046,0.13051560659657668,1491.8497545906876,1533.9810282171634,42.131273626475675
0.0,0.05,0.3,0.04722415613046789,0.13050499784440894,1518.7163765001826,1555.9326624916682,37.21628599148563
0.0,0.05,0.4,0.04810258699739326,0.13049060342498386,1553.8978895716348,1584.875038376883,30.9771488052483
0.0,0.05,0.5,0.0493362470759114,0.13032043393316328,1603.8492687938203,1625.5214398768985,21.672171083077952
0.0,0.05,0.6,0.05090955739426729,0.1301334631040753,1670.7410623429387,1677.3585739445143,6.617511601575531
0.0,0.05,0.7,0.053611129883637774,0.12995253799892037,1781.3754426284672,1766.3694789713272,-15.005963657140159
0.0,0.05,0.8,0.05792014463910993,0.12931599699683302,1970.1676786024739,1908.3420910954019,-61.82558750707206
0.0,0.05,0.9,0.06493692535290467,0.12497007407309912,2285.6400165513182,2139.529669502781,-146.11034704853768
0.001,0.0,0.0,0.04419433038261414,0.13228534622909544,1405.8287055730927,1456.1065305070163,50.277824933923476
0.001,0.0,0.1,0.0440793051748365,0.13051119992204957,1406.8569486859265,1452.3167014776382,45.45975279171158
0.001,0.0,0.2,0.04455147025853989,0.13051966295753295,1426.0343865572256,1467.8735083328534,41.83912177562779
0.001,0.0,0.3,0.045190887924163134,0.1305084695296333,1452.2083768335708,1488.9409219710935,36.73254513752275
0.001,0.0,0.4,0.0460360127192353,0.13049305392827032,1486.5745896913518,1516.7859356310828,30.211345939731505
0.001,0.0,0.5,0.04723274777028948,0.130322913785717,1535.7192924551096,1556.2157382333683,20.496445778258703
0.001,0.0,0.6,0.04874526925111925,0.13013247736024153,1601.2854719797979,1606.0500130532614,4.76454107346374
0.001,0.0,0.7,0.051364731094389035,0.12994816270002357,1710.5103420799023,1692.3555518718697,-18.15479020803274
0.001,0.0,0.8,0.05552250433773261,0.12928615352936365,1897.1092733540208,1829.345086945391,-67.76418640862997
0.001,0.0,0.9,0.06232869287821668,0.12480846257636984,2210.7045113573763,2053.5941138196526,-157.110397537723
0.001,0.01,0.0,0.04211959206072528,0.1323290623458828,1337.5303271193595,1387.7484403755273,50.21811325616799
0.001,0.01,0.1,0.042001119598361135,0.13051595645375177,1338.5688290226362,1383.8450318468729,45.27620282423663
0.001,0.01,0.2,0.04244665857824419,0.13052401276271106,1357.0098808797811,1398.524566814063,41.51468593428194
0.001,0.01,0.3,0.04305577697777336,0.1305121780134083,1382.390380424226,1418.5936859007802,36.20330547655439
0.001,0.01,0.4,0.04386310424902245,0.13049570286244186,1415.8137952720026,1445.1933538162075,29.379558544204638
0.001,0.01,0.5,0.04501706377783213,0.13032563321830287,1463.9934494034035,1483.2137965131194,19.22034710971593
0.001,0.01,0.6,0.04645946487174737,0.1301315049005904,1527.9903606919438,1530.7377579415902,2.747397249646209
0.001,0.01,0.7,0.04898231866923973,0.1299436064596711,1635.4551579632625,1613.8602729393099,-21.594885023952585
0.001,0.01,0.8,0.05295927339768803,0.12925502213738896,1819.2198249901219,1744.8922334077604,-74.32759158236168
0.001,0.01,0.9,0.0594853936572427,0.12463148555886526,2129.633243225517,1959.9136229512042,-169.7196202743129
0.001,0.02,0.0,0.039942692397153715,0.13237501126191778,1265.8801677434499,1316.0243574684569,50.1441897250072
0.001,0.02,0.1,0.03982042577280087,0.13052104532371187,1266.9263755276504,1311.99593960033,45.06956407267946
0.001,0.02,0.2,0.040236145044631196,0.13052869693094998,1284.535217470609,1325.6929804046385,41.15776293402962
0.001,0.02,0.3,0.04081099893710495,0.13051621727336382,1309.0083263222925,1344.6331589223719,35.62483260007953
0.001,0.02,0.4,0.04157537338149379,0.1304985979317996,1341.345017857176,1369.8176251331129,28.472607275936895
0.001,0.02,0.5,0.042679921258443596,0.1303285647164197,1388.378877136451,1406.210061967431,17.831184830980362
0.001,0.02,0.6,0.04404169380667392,0.1301305812209953,1450.5280217788925,1451.077489154956,0.5494673760636365
0.001,0.02,0.7,0.04645112428560184,0.1299391479177685,1555.8264129437916,1530.4629538694476,-25.363459074344025
0.001,0.02,0.8,0.05021275297258488,0.12922118293118692,1736.0027607930251,1654.4003922023358,-81.60236859068947
0.001,0.02,0.9,0.0563737930123845,0.12443967564263625,2041.6370559574582,1857.393186956765,-184.2438690006929
0.001,0.03,0.0,0.03765587659189276,0.13242336580337347,1190.6253015711775,1240.6787780857885,50.05347651461107
0.001,0.03,0.1,0.03752944505318876,0.13052654584393653,1191.6758640796481,1236.5131353987035,44.837271319055404
0.001,0.03,0.2,0.037911712293731685,0.1305337538209077,1208.3444491849707,1249.108004933652,40.76355574868136
0.001,0.03,0.3,0.03844789162124873,0.13052057235108575,1231.7822569129419,1266.7739411196108,34.99168420666891
0.001,0.03,0.4,0.0391635661414701,0.130501818985754,1262.8690302791692,1290.3538513386327,27.484821059463307
0.001,0.03,0.5,0.04021107225464894,0.1303317862325866,1308.5500012770813,1324.8668868103898,16.316885533308543
0.001,0.03,0.6,0.04148012930928089,0.13012969717672535,1368.5320643651537,1366.6795412580864,-1.8525231070672405
0.001,0.03,0.7,0.04375681826392074,0.12993391988800826,1471.19267634247,1441.691463060807,-29.50121328166288
0.001,0.03,0.8,0.04726250132828419,0.12918492756430727,1646.8901985842272,1557.1960528965124,-89.69414568771494
0.001,0.03,0.9,0.052954163004321674,0.12422978356313949,1945.7857733159526,1744.7238571230707,-201.06191619288197
0.001,0.04,0.0,0.03525062404949907,0.1324743052698157,1111.4861403657549,1161.4309672427069,49.94482687695194
0.001,0.04,0.1,0.03511956968083981,0.1305324431258421,1112.537279764363,1157.1130124189972,44.57573265463455
0.001,0.04,0.2,0.03546434239207079,0.13053916883486427,1128.1440377101428,1168.4725192158583,40.32848150571576
0.001,0.04,0.3,0.03595682398548297,0.1305253157529555,1150.4014406553742,1184.6987106325766,34.297269977202255
0.001,0.04,0.4,0.0366172289342537,0.1305053345787292,1180.052582708778,1206.4576093501032,26.40502664132534
0.001,0.04,0.5,0.03759905110738028,0.13033531694003386,1224.1439689158963,1238.8065026517793,14.662533735882974
0.001,0.04,0.6,0.03876162445200283,0.1301290484363821,1281.591196591898,1277.110751740803,-4.480444851095235
0.001,0.04,0.7,0.04088306757139979,0.12992905913554226,1381.0652440899592,1347.0076628040447,-34.05758128591429
0.001,0.04,0.8,0.04408507083536379,0.12914610574213417,1551.2318106976497,1452.5066673821734,-98.7251433154762
0.001,0.04,0.9,0.04917853690754944,0.12400062486232212,1840.974196097766,1620.3252347507862,-220.6489613469798
0.001,0.05,0.0,0.03271750456121334,0.13252810351200764,1028.1540666087571,1077.9702201850143,49.81615357625719
0.001,0.05,0.1,0.03258138147159484,0.1305388514640502,1029.2008121235954,1073.4852620912889,44.284449967693405
0.001,0.05,0.2,0.032883974211440806,0.1305450715377613,1043.6090816815965,1083.455031081092,39.84594939949548
0.001,0.05,0.3,0.03332711367849298,0.1305304711759793,1064.5208000309106,1098.0555073483815,33.53470731747083
0.001,0.05,0.4,0.03392481439040135,0.13050919387283222,1092.52486256627,1117.7484385991472,25.223576032877315
0.001,0.05,0.5,0.03483105972012469,0.1303391768100221,1134.7549195143422,1147.6072402016885,12.852320687346465
0.001,0.05,0.6,0.035871230378855916,0.1301282986817472,1189.2448686335383,1181.8785884924673,-7.3662801410710665
0.001,0.05,0.7,0.0378113543963449,0.12992367187991402,1284.8910965442522,1245.8014317033828,-39.08966484086933
0.001,0.05,0.8,0.04065318027273441,0.1291043583889073,1448.2778227282872,1339.4333790900648,-108.84444363822242
0.001,0.05,0.9,0.044988601442189274,0.12374538613938046,1725.880754676357,1482.27602480249,-243.60472987386703
