delta,time,model_stock,model_effort,real_stock,real_effort,adj_cost,linear_cost,q_cost
0.2,43,0.1591420416870959,0.15962065292946345,0.11324065566059521,0.12505421326364685,2.537861217256063,-0.00048127262253594183,0.10303503322140511
0.2,44,0.16003862189790682,0.16047510801951048,0.11608886015775406,0.12975129622529083,2.5382616145169874,-0.00048375257517902165,0.10308293761043603
0.2,45,0.16079057460100568,0.16119172784590743,0.12380661494510622,0.13098197798692954,2.538548047335787,-0.000485832286803923,0.10312180634040263
0.2,46,0.16142121396396833,0.16179273013141407,0.11417152018983967,0.12273188737133137,2.5387535233458247,-0.0004875763594082397,0.10315348405618811
0.2,47,0.16195010240783908,0.1622967607095775,0.11946604800659733,0.10946933506001344,2.538901381147465,-0.0004890389469730152,0.10317940257378379
0.2,48,0.16239363388979694,0.16271943932628,0.12027263800930206,0.12349621869958492,2.5390081684381434,-0.0004902654735294519,0.10320068290692053
0.2,49,0.16276555189879033,0.1630738618856351,0.10885241805942035,0.11161976058475545,2.5390856296670905,-0.0004912939967830493,0.1032182083221512
0.2,50,0.16307737707777853,0.16337100591213904,0.1220432415496862,0.12295338565712906,2.5391420922437344,-0.0004921564141360413,0.10323267900465156
0.2,51,0.16333877157769622,0.163620079515573,0.11216530513967442,0.10329371935042267,2.539183476828824,-0.0004928794590489703,0.10324465378499888
0.2,52,0.16355862235136442,0.16382978558688993,0.1329326949577061,0.1371320883313586,2.5392140439147513,-0.0004934855492747912,0.10325458280780588
0.3,1,-0.0022498039886068434,-0.0005345310066105758,0.00105117880929632,-9.268560156718652e-5,0.29461472556640617,1.360185977145888e-5,0.03958536948415431
0.3,2,0.0010251695289493871,0.0023971432787260145,-0.0013152766353371746,-0.003722888986393038,0.5096362660159991,-8.337203047452882e-6,0.04906908982438426
0.3,3,0.003703852578500458,0.00480574671608253,-0.0052032074876604,-0.009712280266911351,0.6410081888262683,-1.601741563877115e-5,0.05490386416701207
0.3,4,0.005889493979334438,0.0067715978913006365,-0.002469060087256786,0.0009656708145117902,0.7207726577494492,-2.1738550588110393e-5,0.05842477352607247
0.3,5,0.00766240351851818,0.008363096644915474,0.003149412806770551,0.008858172135269037,0.7692749913927123,-2.5985955042859608e-5,0.06055913592832063
0.3,6,0.009116326085292878,0.009678080923687582,0.0007196810000091569,-0.0016985432484186603,0.7971439611904246,-3.325352357776036e-5,0.061639658162652815
0.3,7,0.010336522972458255,0.010797182617803078,0.0008649493199744635,0.0002646009479329489,0.8150816041484047,-3.5806754102726575e-5,0.06242758962405335
0.3,8,0.011396243025217433,0.011787945763288461,0.0022214235508583027,0.003785284879187656,0.8263128066555767,-4.243974772248304e-5,0.06295495025112083
0.3,9,0.012360600638075337,0.012711697289628981,-0.0024123994844817967,-0.007625927758318684,0.8329659408553749,-4.41454351477837e-5,0.06324916905140589
0.3,10,0.01329013611926556,0.013626863767053054,0.0017283236483498108,0.0062492828059905895,0.8370291355792184,-4.5664245495630154e-5,0.06343025929312027
0.3,11,0.01424441859207424,0.014592532603816905,0.0035297768797967473,0.005886080682446792,0.8395236758079205,-4.7104984087902504e-5,0.06354297308924213
0.3,12,0.015285701891112226,0.015672097745086166,0.009019408909841101,0.014808833039055419,0.8410762240358057,-4.856785409642924e-5,0.0636148705353116
0.3,13,0.016482914175730543,0.016937374816445132,0.015427098913568747,0.02116795826780387,0.842200927162437,-5.253998126321138e-5,0.06368382061143504
0.3,14,0.017916160296228195,0.018473314671573798,0.017152341946225547,0.019471811377116004,0.8429943126887044,-5.566156508613337e-5,0.06373514401804187
0.3,15,0.019682071664201713,0.02038371326292542,0.01753468448839314,0.01840149627865301,0.8435649376347377,-5.783016323367255e-5,0.06376713617652097
0.3,16,0.02190026311279531,0.022798142862406025,0.02290863482972305,0.026884571751505378,0.8441555533794761,-6.050073078884297e-5,0.06380195297870361
0.3,17,0.024674902865520824,0.025814246779042302,0.029243031805064473,0.036387715255927974,0.8448857193282092,-6.41860152145285e-5,0.06384344815561854
0.3,18,0.028140929077531105,0.029580268945825564,0.038262336594180296,0.04599948419346073,0.8462656196238834,-6.967692883416247e-5,0.0639516424945335
0.3,19,0.032030096636550105,0.033654936421612304,0.04608773739149015,0.05436415512454066,0.8464392545467697,-8.663407117750848e-5,0.06389060208864708
0.3,20,0.03638336264555301,0.03821175662792446,0.04162562282149984,0.04015622432651138,0.8480543978194096,-9.248847827892818e-5,0.06398841815125983
0.3,21,0.041255236325316386,0.04331109600122283,0.04656917930017382,0.04945758684026005,0.8508114920377101,-0.00010035514895474823,0.06423583823165205
0.3,22,0.04673420261779202,0.049056079910969656,0.05163051227270508,0.05769531935054441,0.8528215263332337,-0.00010771533054127356,0.06436432138395069
0.3,23,0.052784549175388724,0.055357739629719856,0.05813504759483227,0.06459730045776037,0.8551612163092257,-0.00012253510157013358,0.06454623292153852
0.3,24,0.05967569370517284,0.06261649740726788,0.06488819664339028,0.07395444440404267,0.8580964666700309,-0.00013530988341422446,0.06478358883728064
0.3,25,0.06727733927196106,0.07053063040109585,0.06865168831882774,0.07019033842802969,0.8612499804612258,-0.00015182196493453178,0.06502034771829002
0.3,26,0.07521396517795181,0.07861918423569567,0.07203298249794736,0.07555623429454736,0.8673645449517833,-0.0001663244694879624,0.06560637988707081
0.3,27,0.08344727783516165,0.08698835201833036,0.08384849511312348,0.09553719961518657,0.8701315724511822,-0.00018266154099042125,0.0657673619022185
0.3,28,0.09257977722540402,0.09651578645720153,0.09363410455000698,0.10347070667938538,0.8779269705559534,-0.00021066039813481688,0.06672351348069737
0.3,29,0.10281864724701159,0.10723942187553101,0.10051007048269535,0.1114691548235635,0.8845859388472869,-0.00022698686646999578,0.06736059858378113
0.3,30,0.11497353781185088,0.12022778557929112,0.10449742379252559,0.11396370432948526,0.8975292831556901,-0.00026560147375157933,0.06897175501586252
0.3,31,0.12479174459035933,0.1290547329205608,0.11330503034964279,0.1290830827750107,0.9071849174215897,-0.00028462387743012684,0.06968543294577234
0.3,32,0.13272178007415733,0.1361839072240496,0.12062000095005083,0.1412570465447185,0.9135088621862242,-0.00029997801379885383,0.07020663894102715
0.3,33,0.13912633702436428,0.141941519549979,0.11425975930320448,0.1193512261818309,0.9176554278574774,-0.00031237192779671053,0.07059155705493787
0.3,34,0.14429859095894226,0.1465912133248607,0.1105658836433257,0.11299083983141193,0.9203780353168318,-0.00032237682135324435,0.07087891180682647
0.3,35,0.14847548358430313,0.15034605317636854,0.12519367236989581,0.13890670062927293,0.922168674376942,-0.0003304535131533166,0.07109563799240766
0.3,36,0.15184845044811854,0.15337815971000202,0.126718830829864,0.13468309326821862,0.9233487819089452,-0.00033697384741005284,0.07126065487587724
