alpha1,alpha3,alpha2,time,model_stock,model_effort,real_stock,real_effort
-0.05,0.0,0.0,20,6.264565042847412,6.485247208110799,0.041202381817885575,0.040383307055307884
-0.05,0.0,0.0,21,6.264565042847411,6.4852472081108,0.048448970857107025,0.04979131024507424
-0.05,0.0,0.0,22,6.264565042847412,6.485247208110799,0.05601685658046113,0.05800276555296405
-0.05,0.0,0.0,23,6.264565042847411,6.4852472081108,0.06293522414215141,0.06451800712575546
-0.05,0.0,0.0,24,6.264565042847412,6.485247208110799,0.07178014827478064,0.07394411807951742
-0.05,0.0,0.0,25,6.264565042847411,6.4852472081108,0.07006970722816633,0.06996409709805256
-0.05,0.0,0.0,26,6.264565042847412,6.485247208110799,0.07361466847757442,0.07514916461629062
-0.05,0.0,0.0,27,6.264565042847411,6.4852472081108,0.09177321591251203,0.09553874919311536
-0.05,0.0,0.0,28,6.264565042847412,6.485247208110799,0.10113457145635579,0.10331952838712062
-0.05,0.0,0.0,29,6.264565042847411,6.4852472081108,0.10836240423101048,0.11168349568188096
-0.05,0.0,0.0,30,6.264565042847412,6.485247208110799,0.1116657448670941,0.11378287062604893
-0.05,0.0,0.0,31,6.264565042847411,6.4852472081108,0.12497103150959243,0.1294352417847852
-0.05,0.0,0.25,1,0.02748301437229775,0.033695153061145816,-0.004568752294836003,5.716381843426399e-6
-0.05,0.0,0.25,2,0.03282473737394689,0.03381840959752732,-0.0038803397524769957,-0.0037323076021555995
-0.05,0.0,0.25,3,0.03372745515478881,0.03393849707167942,-0.008782860606266731,-0.009834181146809772
-0.05,0.0,0.25,4,0.03396259350531072,0.03405601024270557,-0.0007456891437636338,0.0009238260792855143
-0.05,0.0,0.25,5,0.03399785856671854,0.03405603092814709,0.0071273613772085635,0.00850368403005451
-0.05,0.0,0.25,6,0.034003136589047134,0.03405602121677281,-0.0008088279774468356,-0.0018996742445814448
-0.05,0.0,0.25,7,0.034003939855690946,0.034056035444139814,0.00023461169390705383,0.0002063901309663494
-0.05,0.0,0.25,8,0.034004057073330624,0.034056031685417626,0.0027678001323927924,0.0034253421872396973
-0.05,0.0,0.25,9,0.03400407356337222,0.03405603041261424,-0.006225557602431054,-0.007852683595957343
-0.05,0.0,0.25,10,0.03400407156319814,0.03405602514789509,0.0039946150758251074,0.006378431137080619
-0.05,0.0,0.25,11,0.03400408890823468,0.034056045920378676,0.005272069715238609,0.005701526986742164
-0.05,0.0,0.25,12,0.034004140952517345,0.03405610412851251,0.013313128575608027,0.015135576405529625
-0.05,0.0,0.25,13,0.03400454915889902,0.0340565755037668,0.020244112207139613,0.021272938595774914
-0.05,0.0,0.25,14,0.03400725397958048,0.03405968770843872,0.01914055762919699,0.01928584312634013
-0.05,0.0,0.25,15,0.03402557423461832,0.03408077784675742,0.017773719952877125,0.018175805623063684
-0.05,0.0,0.25,16,0.034149266558264155,0.03422316120449553,0.025744600733368136,0.026757167712039814
-0.05,0.0,0.25,17,0.03450137405013876,0.03461585046177043,0.034048869114525614,0.03616361216248518
-0.05,0.0,0.25,18,0.03551617596662278,0.03574838594135475,0.043908206950852804,0.04620750152695152
-0.05,0.0,0.25,19,0.036063039007348745,0.03621309614267177,0.05248264480644486,0.05456623825735228
-0.05,0.0,0.25,20,0.03667387350630133,0.03683569409161949,0.041202381817885575,0.040383307055307884
-0.05,0.0,0.25,21,0.03734425556226124,0.037517105328918804,0.048448970857107025,0.04979131024507424
-0.05,0.0,0.25,22,0.03828985517283005,0.038512007561886843,0.05601685658046113,0.05800276555296405
-0.05,0.0,0.25,23,0.0389399074328887,0.0391104098705539,0.06293522414215141,0.06451800712575546
-0.05,0.0,0.25,24,0.04047485767246549,0.04080271252328939,0.07178014827478064,0.07394411807951742
-0.05,0.0,0.25,25,0.042608094841998796,0.04304319050419768,0.07006970722816633,0.06996409709805256
-0.05,0.0,0.25,26,0.04409596496152157,0.04441833174604436,0.07361466847757442,0.07514916461629062
-0.05,0.0,0.25,27,0.04448663157112659,0.044615678939954995,0.09177321591251203,0.09553874919311536
-0.05,0.0,0.25,28,0.04573812462389478,0.04602005863707303,0.10113457145635579,0.10331952838712062
-0.05,0.0,0.25,29,0.0473090076811406,0.047648531354977125,0.10836240423101048,0.11168349568188096
-0.05,0.0,0.25,30,0.05731527364759479,0.059151227016805204,0.1116657448670941,0.11378287062604893
-0.05,0.0,0.25,31,0.05880867770318032,0.05914353479996108,0.12497103150959243,0.1294352417847852
-0.05,0.0,0.5,1,0.02034640594919758,0.025293684671815773,-0.004568752294836003,5.716381843426399e-6
-0.05,0.0,0.5,2,0.02459276123823931,0.025386761512116548,-0.0038803397524769957,-0.0037323076021555995
-0.05,0.0,0.5,3,0.02530598217275925,0.025477061163747507,-0.008782860606266731,-0.009834181146809772
-0.05,0.0,0.5,4,0.02548793493762823,0.02556540182849229,-0.0007456891437636338,0.0009238260792855143
-0.05,0.0,0.5,5,0.025515221902605766,0.02556541593341061,0.0071273613772085635,0.00850368403005451
-0.05,0.0,0.5,6,0.025519309511306827,0.02556541269827109,-0.0008088279774468356,-0.0018996742445814448
-0.05,0.0,0.5,7,0.025519934672428805,0.025565427322544867,0.00023461169390705383,0.0002063901309663494
-0.05,0.0,0.5,8,0.02552001566184606,0.02556541234426205,0.0027678001323927924,0.0034253421872396973
-0.05,0.0,0.5,9,0.02552002773345125,0.025565412263217836,-0.006225557602431054,-0.007852683595957343
-0.05,0.0,0.5,10,0.02552003715368493,0.02556542122282692,0.0039946150758251074,0.006378431137080619
-0.05,0.0,0.5,11,0.025520038129009305,0.02556542070853758,0.005272069715238609,0.005701526986742164
-0.05,0.0,0.5,12,0.0255200852726599,0.02556547603612491,0.013313128575608027,0.015135576405529625
-0.05,0.0,0.5,13,0.025520395918362096,0.025565833422486733,0.020244112207139613,0.021272938595774914
-0.05,0.0,0.5,14,0.025522427177004828,0.02556816988864161,0.01914055762919699,0.01928584312634013
-0.05,0.0,0.5,15,0.02553619370188049,0.025584017984719182,0.017773719952877125,0.018175805623063684
-0.05,0.0,0.5,16,0.025629192559109157,0.025691070883491405,0.025744600733368136,0.026757167712039814
-0.05,0.0,0.5,17,0.025893887113400245,0.025986269240512623,0.034048869114525614,0.03616361216248518
-0.05,0.0,0.5,18,0.02665681058174671,0.026837705078440553,0.043908206950852804,0.04620750152695152
-0.05,0.0,0.5,19,0.027067980971589096,0.027187119308936337,0.05248264480644486,0.05456623825735228
-0.05,0.0,0.5,20,0.02752729781336998,0.027655287762947053,0.041202381817885575,0.040383307055307884
-0.05,0.0,0.5,21,0.028031422428721687,0.02816770955586781,0.048448970857107025,0.04979131024507424
-0.05,0.0,0.5,22,0.028742577209676764,0.028915949234530523,0.05601685658046113,0.05800276555296405
-0.05,0.0,0.5,23,0.02923157292530293,0.029366118890802838,0.06293522414215141,0.06451800712575546
-0.05,0.0,0.5,24,0.030386285896577235,0.030639205297132426,0.07178014827478064,0.07394411807951742
-0.05,0.0,0.5,25,0.031991345716790034,0.03232498139507732,0.07006970722816633,0.06996409709805256
-0.05,0.0,0.5,26,0.03311109334664756,0.03335995365017712,0.07361466847757442,0.07514916461629062
-0.05,0.0,0.5,27,0.033405313674901994,0.03350872093769744,0.09177321591251203,0.09553874919311536
-0.05,0.0,0.5,28,0.03434758805785872,0.03456608864194591,0.10113457145635579,0.10331952838712062
-0.05,0.0,0.5,29,0.03553153527740467,0.035793603196898054,0.10836240423101048,0.11168349568188096
-0.05,0.0,0.5,30,0.04306923366386047,0.04445841271794475,0.1116657448670941,0.11378287062604893
-0.05,0.0,0.5,31,0.044195597798012895,0.04445424318636596,0.12497103150959243,0.1294352417847852
-0.05,0.0,0.75,1,0.08456825296390398,0.10089864154062296,-0.004568752294836003,5.716381843426399e-6
-0.05,0.0,0.75,2,0.09866656822283294,0.1012575187359974,-0.0038803397524769957,-0.0037323076021555995
-0.05,0.0,0.75,3,0.10108001495849497,0.10161091160006473,-0.008782860606266731,-0.009834181146809772
-0.05,0.0,0.75,4,0.10173580696720019,0.1019570594601611,-0.0007456891437636338,0.0009238260792855143
-0.05,0.0,0.75,5,0.10183412009523729,0.10195707340222589,0.0071273613772085635,0.00850368403005451
-0.05,0.0,0.75,6,0.10184885818031711,0.10195707485723877,-0.0008088279774468356,-0.0018996742445814448
-0.05,0.0,0.75,7,0.10185106573229114,0.10195707292310825,0.00023461169390705383,0.0002063901309663494
-0.05,0.0,0.75,8,0.10185140489982307,0.10195708264952902,0.0027678001323927924,0.0034253421872396973
-0.05,0.0,0.75,9,0.10185144855297425,0.10195707418837949,-0.006225557602431054,-0.007852683595957343
-0.05,0.0,0.75,10,0.10185145286509527,0.10195707156133167,0.0039946150758251074,0.006378431137080619
-0.05,0.0,0.75,11,0.101851495871204,0.10195712143054525,0.005272069715238609,0.005701526986742164
-0.05,0.0,0.75,12,0.10185167315246921,0.10195732255086758,0.013313128575608027,0.015135576405529625
-0.05,0.0,0.75,13,0.10185286023610814,0.10195868879358606,0.020244112207139613,0.021272938595774914
-0.05,0.0,0.75,14,0.10186083413962152,0.10196786681392908,0.01914055762919699,0.01928584312634013
-0.05,0.0,0.75,15,0.1019147495212464,0.10202993307243342,0.017773719952877125,0.018175805623063684
-0.05,0.0,0.75,16,0.10227902487239171,0.10244927200134489,0.025744600733368136,0.026757167712039814
-0.05,0.0,0.75,17,0.10331564076308235,0.10360537376276595,0.034048869114525614,0.03616361216248518
-0.05,0.0,0.75,18,0.10630232599192965,0.10693860462228842,0.043908206950852804,0.04620750152695152
-0.05,0.0,0.75,19,0.1079102929492711,0.10830457141958173,0.05248264480644486,0.05456623825735228
-0.05,0.0,0.75,20,0.10970529286641348,0.11013403335740216,0.041202381817885575,0.040383307055307884
-0.05,0.0,0.75,21,0.1116738390983116,0.11213480462278376,0.048448970857107025,0.04979131024507424
-0.05,0.0,0.75,22,0.1144489464832488,0.11505450436703926,0.05601685658046113,0.05800276555296405
-0.05,0.0,0.75,23,0.11635321601468432,0.11680664926229266,0.06293522414215141,0.06451800712575546
-0.05,0.0,0.75,24,0.12084827346065541,0.1217625772144552,0.07178014827478064,0.07394411807951742
-0.05,0.0,0.75,25,0.12708705728144012,0.128314195106306,0.07006970722816633,0.06996409709805256
-0.05,0.0,0.75,26,0.13143059786228378,0.13232685865024055,0.07361466847757442,0.07514916461629062
-0.05,0.0,0.75,27,0.13256484392390916,0.13289569561003378,0.09177321591251203,0.09553874919311536
-0.05,0.0,0.75,28,0.13620589560465524,0.13698213582537327,0.10113457145635579,0.10331952838712062
-0.05,0.0,0.75,29,0.14074107042154266,0.1416788627842324,0.10836240423101048,0.11168349568188096
-0.05,0.0,0.75,30,0.16974225854227856,0.17502197799674832,0.1116657448670941,0.11378287062604893
-0.05,0.0,0.75,31,0.17402914607460498,0.17495118094033826,0.12497103150959243,0.1294352417847852
-0.05,0.0,1.0,1,0.04175567769886093,0.05049749236886017,-0.004568752294836003,5.716381843426399e-6
-0.05,0.0,1.0,2,0.049287547134239634,0.05068053538118569,-0.0038803397524769957,-0.0037323076021555995
-0.05,0.0,1.0,3,0.050568805786385645,0.05085977353282988,-0.008782860606266731,-0.009834181146809772
-0.05,0.0,1.0,4,0.05090991672446043,0.05103524356381432,-0.0007456891437636338,0.0009238260792855143
-0.05,0.0,1.0,5,0.05096106395835198,0.05103526078541766,0.0071273613772085635,0.00850368403005451
-0.05,0.0,1.0,6,0.050968730335244676,0.051035260071766675,-0.0008088279774468356,-0.0018996742445814448
-0.05,0.0,1.0,7,0.05096987015281022,0.05103524903617903,0.00023461169390705383,0.0002063901309663494
-0.05,0.0,1.0,8,0.05097005464724203,0.05103526508869225,0.0027678001323927924,0.0034253421872396973
-0.05,0.0,1.0,9,0.050970077902471,0.05103525990779783,-0.006225557602431054,-0.007852683595957343
-0.05,0.0,1.0,10,0.050970081758072765,0.051035260343219695,0.0039946150758251074,0.006378431137080619
-0.05,0.0,1.0,11,0.050970100198696085,0.05103528137206102,0.005272069715238609,0.005701526986742164
-0.05,0.0,1.0,12,0.05097018605544374,0.05103537919302633,0.013313128575608027,0.015135576405529625
-0.05,0.0,1.0,13,0.05097078309310973,0.05103606690651355,0.020244112207139613,0.021272938595774914
-0.05,0.0,1.0,14,0.05097482885444192,0.05104072443334379,0.01914055762919699,0.01928584312634013
-0.05,0.0,1.0,15,0.051002164074980705,0.05107219095748377,0.017773719952877125,0.018175805623063684
-0.05,0.0,1.0,16,0.051186869969059634,0.05128481268771677,0.025744600733368136,0.026757167712039814
-0.05,0.0,1.0,17,0.0517125535546463,0.05187108026071635,0.034048869114525614,0.03616361216248518
-0.05,0.0,1.0,18,0.0532274781107565,0.05356176284668834,0.043908206950852804,0.04620750152695152
-0.05,0.0,1.0,19,0.05404365725803743,0.05425527353965427,0.05248264480644486,0.05456623825735228
-0.05,0.0,1.0,20,0.05495517408003617,0.05518432918466757,0.041202381817885575,0.040383307055307884
-0.05,0.0,1.0,21,0.055955371059571296,0.05620096007762029,0.048448970857107025,0.04979131024507424
-0.05,0.0,1.0,22,0.05736598172302431,0.057685103678325404,0.05601685658046113,0.05800276555296405
-0.05,0.0,1.0,23,0.058335241000624906,0.05857723874869059,0.06293522414215141,0.06451800712575546
-0.05,0.0,1.0,24,0.06062374546306864,0.0611003499878589,0.07178014827478064,0.07394411807951742
-0.05,0.0,1.0,25,0.0638031672196097,0.06443949525607817,0.07006970722816633,0.06996409709805256
-0.05,0.0,1.0,26,0.06601970316180529,0.06648785776043172,0.07361466847757442,0.07514916461629062
-0.05,0.0,1.0,27,0.06660088513138149,0.0667809067189468,0.09177321591251203,0.09553874919311536
-0.05,0.0,1.0,28,0.06846363473781453,0.06887128619420803,0.10113457145635579,0.10331952838712062
-0.05,0.0,1.0,29,0.07079717872501148,0.07128975751768778,0.10836240423101048,0.11168349568188096
-0.05,0.0,1.0,30,0.08567613893796093,0.08839443767142614,0.1116657448670941,0.11378287062604893
-0.05,0.0,1.0,31,0.08789126197305867,0.08837653696956672,0.12497103150959243,0.1294352417847852
-0.05,1.0,-1.0,1,0.01776126671263839,0.022250371313645757,-0.004568752294836003,5.716381843426399e-6
-0.05,1.0,-1.0,2,0.03208877922129021,0.03468334054351019,-0.0038803397524769957,-0.0037323076021555995
-0.05,1.0,-1.0,3,0.0402477486330657,0.04176686515436412,-0.008782860606266731,-0.009834181146809772
-0.05,1.0,-1.0,4,0.044903674115440294,0.04581081408214257,-0.0007456891437636338,0.0009238260792855143
-0.05,1.0,-1.0,5,0.047539752566137475,0.04809351159242301,0.0071273613772085635,0.00850368403005451
-0.05,1.0,-1.0,6,0.04903299078059513,0.049386654760637444,-0.0008088279774468356,-0.0018996742445814448
-0.05,1.0,-1.0,7,0.04987983710036928,0.050120279306981486,0.00023461169390705383,0.0002063901309663494
-0.05,1.0,-1.0,8,0.050361759724425345,0.05053826942679639,0.0027678001323927924,0.0034253421872396973
-0.05,1.0,-1.0,9,0.050638930421942244,0.05077956989327067,-0.006225557602431054,-0.007852683595957343
-0.05,1.0,-1.0,10,0.050803527259324126,0.050924454752003454,0.0039946150758251074,0.006378431137080619
-0.05,1.0,-1.0,11,0.05091041074136319,0.05102125284053258,0.005272069715238609,0.005701526986742164
-0.05,1.0,-1.0,12,0.05099538455754444,0.05110243900335415,0.013313128575608027,0.015135576405529625
-0.05,1.0,-1.0,13,0.05108723442423159,0.05119558763178279,0.020244112207139613,0.021272938595774914
-0.05,1.0,-1.0,14,0.05121746740525012,0.05133271604966233,0.01914055762919699,0.01928584312634013
-0.05,1.0,-1.0,15,0.05143112392340845,0.051561297234361064,0.017773719952877125,0.018175805623063684
-0.05,1.0,-1.0,16,0.05180236314250791,0.05196070608838235,0.025744600733368136,0.026757167712039814
-0.05,1.0,-1.0,17,0.05240991861795318,0.05261056802748787,0.034048869114525614,0.03616361216248518
-0.05,1.0,-1.0,18,0.05333077369389704,0.0535876508219547,0.043908206950852804,0.04620750152695152
-0.05,1.0,-1.0,19,0.054250367058251155,0.05450793844264982,0.05248264480644486,0.05456623825735228
-0.05,1.0,-1.0,20,0.05526237699208189,0.05553726427048834,0.041202381817885575,0.040383307055307884
-0.05,1.0,-1.0,21,0.056405463656764375,0.05670461987102096,0.048448970857107025,0.04979131024507424
-0.05,1.0,-1.0,22,0.05775793239781044,0.058095393562179784,0.05601685658046113,0.05800276555296405
-0.05,1.0,-1.0,23,0.05925095937871637,0.059614707863802845,0.06293522414215141,0.06451800712575546
-0.05,1.0,-1.0,24,0.061200244855001036,0.061646488697437336,0.07178014827478064,0.07394411807951742
-0.05,1.0,-1.0,25,0.0634832052208756,0.06399067575953768,0.07006970722816633,0.06996409709805256
-0.05,1.0,-1.0,26,0.06568346117399171,0.06617856431476656,0.07361466847757442,0.07514916461629062
-0.05,1.0,-1.0,27,0.0677603229848,0.06823569749578023,0.09177321591251203,0.09553874919311536
-0.05,1.0,-1.0,28,0.07046067590707729,0.07104879486168418,0.10113457145635579,0.10331952838712062
-0.05,1.0,-1.0,29,0.0740878427340322,0.07484323144599558,0.10836240423101048,0.11168349568188096
-0.05,1.0,-1.0,30,0.0800232953417361,0.08119253915143106,0.1116657448670941,0.11378287062604893
-0.05,1.0,-1.0,31,0.08349309720710821,0.08423084196627546,0.12497103150959243,0.1294352417847852
-0.05,1.0,-0.75,1,-4.5033831115198195,-5.297020906900618,-0.004568752294836003,5.716381843426399e-6
-0.05,1.0,-0.75,2,-6.282727314952384,-6.817382463214586,-0.0038803397524769957,-0.0037323076021555995
-0.05,1.0,-0.75,3,-6.282788642408228,-6.5034816077059965,-0.008782860606266731,-0.009834181146809772
-0.05,1.0,-0.75,4,-6.282788642514741,-6.503470785398687,-0.0007456891437636338,0.0009238260792855143
-0.05,1.0,-0.75,5,-6.282788642514781,-6.503470785379985,0.0071273613772085635,0.00850368403005451
-0.05,1.0,-0.75,6,-6.282788642514771,-6.503470785379956,-0.0008088279774468356,-0.0018996742445814448
-0.05,1.0,-0.75,7,-6.282788642514763,-6.503470785379953,0.00023461169390705383,0.0002063901309663494
-0.05,1.0,-0.75,8,-6.282788642514769,-6.503470785379947,0.0027678001323927924,0.0034253421872396973
-0.05,1.0,-0.75,9,-6.282788642514749,-6.503470785379936,-0.006225557602431054,-0.007852683595957343
-0.05,1.0,-0.75,10,-6.282788642514749,-6.503470785379927,0.0039946150758251074,0.006378431137080619
-0.05,1.0,-0.75,11,-6.282788642514791,-6.50347078537999,0.005272069715238609,0.005701526986742164
-0.05,1.0,-0.75,12,-6.2827886425148005,-6.503470785380014,0.013313128575608027,0.015135576405529625
-0.05,1.0,-0.75,13,-6.282788642514761,-6.50347078537995,0.020244112207139613,0.021272938595774914
-0.05,1.0,-0.75,14,-6.2827886425147,-6.5034707853798395,0.01914055762919699,0.01928584312634013
-0.05,1.0,-0.75,15,-6.28278864251476,-6.503470785379948,0.017773719952877125,0.018175805623063684
-0.05,1.0,-0.75,16,-6.282788642515095,-6.503470785387317,0.025744600733368136,0.026757167712039814
-0.05,1.0,-0.75,17,-6.282788642515947,-6.503470785406887,0.034048869114525614,0.03616361216248518
-0.05,1.0,-0.75,18,-6.282788642520987,-6.5034707855024285,0.043908206950852804,0.04620750152695152
-0.05,1.0,-0.75,19,-6.28278864252273,-6.503470785535405,0.05248264480644486,0.05456623825735228
-0.05,1.0,-0.75,20,-6.282788642525218,-6.503470785582887,0.041202381817885575,0.040383307055307884
-0.05,1.0,-0.75,21,-6.28278864252787,-6.503470785632092,0.048448970857107025,0.04979131024507424
-0.05,1.0,-0.75,22,-6.282788642532322,-6.503470785716417,0.05601685658046113,0.05800276555296405
-0.05,1.0,-0.75,23,-6.282788642534238,-6.50347078574932,0.06293522414215141,0.06451800712575546
-0.05,1.0,-0.75,24,-6.282788642541503,-6.503470785880924,0.07178014827478064,0.07394411807951742
-0.05,1.0,-0.75,25,-6.282788642553305,-6.503470786083438,0.07006970722816633,0.06996409709805256
-0.05,1.0,-0.75,26,-6.282788642561405,-6.503470786219648,0.07361466847757442,0.07514916461629062
-0.05,1.0,-0.75,27,-6.282788642561366,-6.503470786218197,0.09177321591251203,0.09553874919311536
-0.05,1.0,-0.75,28,-6.28278864256884,-6.503470786341993,0.10113457145635579,0.10331952838712062
-0.05,1.0,-0.75,29,-6.282788642568922,-6.5034707863427546,0.10836240423101048,0.11168349568188096
-0.05,1.0,-0.75,30,-6.282788642662524,-6.503470787727529,0.1116657448670941,0.11378287062604893
-0.05,1.0,-0.75,31,-6.282788642662494,-6.503470787710981,0.12497103150959243,0.1294352417847852
-0.05,1.0,-0.25,1,-3.8386279553943257,-4.5147458813587935,-0.004568752294836003,5.716381843426399e-6
-0.05,1.0,-0.25,2,-6.211538293275439,-6.816202855906223,-0.0038803397524769957,-0.0037323076021555995
-0.05,1.0,-0.25,3,-6.282771418315264,-6.516015171529306,-0.008782860606266731,-0.009834181146809772
-0.05,1.0,-0.25,4,-6.282782884648667,-6.503464054308353,-0.0007456891437636338,0.0009238260792855143
-0.05,1.0,-0.25,5,-6.282782886341572,-6.503462033706333,0.0071273613772085635,0.00850368403005451
-0.05,1.0,-0.25,6,-6.28278288634651,-6.503462033416572,-0.0008088279774468356,-0.0018996742445814448
-0.05,1.0,-0.25,7,-6.282782886342261,-6.503462033409508,0.00023461169390705383,0.0002063901309663494
-0.05,1.0,-0.25,8,-6.282782886342158,-6.503462033409622,0.0027678001323927924,0.0034253421872396973
-0.05,1.0,-0.25,9,-6.282782886343456,-6.50346203341201,-0.006225557602431054,-0.007852683595957343
-0.05,1.0,-0.25,10,-6.282782886348397,-6.50346203341983,0.0039946150758251074,0.006378431137080619
-0.05,1.0,-0.25,11,-6.282782886331949,-6.503462033389153,0.005272069715238609,0.005701526986742164
-0.05,1.0,-0.25,12,-6.282782886346333,-6.503462033417559,0.013313128575608027,0.015135576405529625
-0.05,1.0,-0.25,13,-6.282782886347012,-6.503462033416177,0.020244112207139613,0.021272938595774914
-0.05,1.0,-0.25,14,-6.28278288634431,-6.503462033412203,0.01914055762919699,0.01928584312634013
-0.05,1.0,-0.25,15,-6.282782886349277,-6.5034620334214415,0.017773719952877125,0.018175805623063684
-0.05,1.0,-0.25,16,-6.282782883962164,-6.503462029826763,0.025744600733368136,0.026757167712039814
-0.05,1.0,-0.25,17,-6.282782877540706,-6.503462020574429,0.034048869114525614,0.03616361216248518
-0.05,1.0,-0.25,18,-6.2827828471256035,-6.503461975932395,0.043908206950852804,0.04620750152695152
-0.05,1.0,-0.25,19,-6.282782836390836,-6.503461965155832,0.05248264480644486,0.05456623825735228
-0.05,1.0,-0.25,20,-6.282782821312764,-6.503461944386022,0.041202381817885575,0.040383307055307884
